id,behavior,terrainType,encounterType
32,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
33,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
34,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
35,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
36,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
37,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
38,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
39,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
40,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
41,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
42,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
43,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
44,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
45,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
46,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
47,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
48,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
49,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
50,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
51,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
52,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
53,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
54,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
55,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
56,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
57,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
58,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
59,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
60,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
61,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
62,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
63,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
64,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
65,MB_SAND,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
66,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
67,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
68,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
69,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
70,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
71,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
72,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
73,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
74,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
75,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
76,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
77,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
78,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
79,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
80,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
81,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
82,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
83,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
84,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
85,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
86,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
87,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
88,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
89,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
90,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
91,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
92,MB_IMPASSABLE_WEST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
93,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
94,MB_IMPASSABLE_EAST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
95,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
96,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
97,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
98,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
99,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
100,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
101,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
102,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
103,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
104,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
105,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
106,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
107,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
108,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
109,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
110,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
111,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
112,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
113,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
114,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
115,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
116,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
117,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
118,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
119,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
120,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
121,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
122,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
123,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
124,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
125,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
126,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
127,MB_NORTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
128,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
129,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
130,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
131,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
132,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
133,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
134,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
135,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
136,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
137,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
138,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
139,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
140,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
141,MB_SOUTH_ARROW_WARP,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
142,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
143,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
144,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
145,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
146,MB_POND_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
147,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
148,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
149,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
150,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
151,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
152,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
153,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
154,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
155,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
156,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
157,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
158,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
159,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
160,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
161,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
162,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
163,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
164,MB_OCEAN_WATER,TILE_TERRAIN_WATER,TILE_ENCOUNTER_WATER
165,MB_NORMAL,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
166,MB_IMPASSABLE_EAST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
167,MB_IMPASSABLE_WEST,TILE_TERRAIN_NORMAL,TILE_ENCOUNTER_NONE
